6.0;0.0;465355.76042857143;0.0;0;2097;0;-2097
12.0;0.484375;453101.6755714287;18.004331370633693;0;0;0;0
18.0;2.203125;395601.14128571446;123.95028362814345;0;0;0;0
24.0;5.53125;362426.8775714288;170.41783289076827;0;0;0;0
30.0;10.921875;321968.6397142859;208.46206058161061;0;0;0;0
36.0;16.703125;301852.0417142858;94.53507154694171;0;0;0;0
42.0;26.90625;314719.2257142858;-154.29484416356695;0;11;0;-11
48.0;37.34375;269038.5557142857;-1908.229134435404;0;69;0;-69
54.0;41.96875;255319.77814285722;-4066.740795639672;0;216;0;-216
60.0;38.34375;266574.92171428585;-3828.977173793309;0;197;0;-197
66.0;25.9375;272063.461;-2580.171419733044;816;146;0;670
72.0;22.109375;339933.3927142859;-2782.232035743218;622;173;0;449
78.0;27.328125;299851.3145714286;-896.6300192040071;720;28;0;692
84.0;25.734375;246881.76514285724;-667.3333194701299;623;12;0;611
90.0;23.046875;291038.802;-555.5918160149013;609;6;0;603
96.0;24.71875;300179.60528571444;-767.4570439538948;679;37;0;642
102.0;26.65625;257418.3821428572;-833.3231434379777;797;42;0;755
108.0;32.109375;203263.65728571426;-613.6780030059708;1007;2;0;1005
114.0;35.4375;244600.61914285715;-1551.939636946725;1032;73;0;959
120.0;28.015625;280715.8441428572;-1511.9793651618784;952;76;0;876
126.0;20.734375;289099.89228571445;-1662.2526783976573;728;55;0;673
132.0;12.75;308463.15585714305;-1517.8192696032747;544;46;0;498
138.0;11.03125;297047.7355714287;-1270.227484592684;463;36;0;427
144.0;9.21875;329777.1295714287;-894.2253371635561;418;19;0;399
150.0;7.40625;351660.0090000001;-1150.893782071791;476;32;0;444
156.0;7.828125;303667.89242857153;-656.8659536291707;558;27;0;531
162.0;10.375;268492.26399999997;-259.35179107690783;800;27;0;773
168.0;13.0;251824.2192857143;-1517.4288035917234;836;131;0;705
174.0;21.015625;253036.24699999994;-1913.4649576742377;1007;162;0;845
180.0;18.796875;249731.2741428572;-4481.083030668226;825;271;0;554
186.0;17.25;297029.98414285714;-3228.3815079735286;915;136;0;779
192.0;14.96875;279382.82242857147;-2086.4503572137546;900;68;0;832
198.0;17.375;340247.55585714296;-680.8588008395527;989;32;0;957
204.0;15.1875;315247.26114285726;-397.7505608914071;893;8;0;885
210.0;12.390625;311077.3865714287;-193.8850611157177;867;0;0;867
216.0;12.515625;301691.93500000006;-81.71115036233823;770;0;0;770
222.0;14.453125;266319.9625714286;-164.6400025673356;852;0;0;852
228.0;16.75;229895.9810000001;-319.3779068310905;891;6;0;885
234.0;17.8125;259356.1375714285;-1126.705194396338;846;95;0;751
240.0;15.359375;280541.5034285715;-3118.096617742827;542;228;0;314
246.0;14.234375;274062.20700000005;-2830.1590201169674;529;161;0;368
252.0;18.625;308638.5244285715;-1723.8733030454387;580;58;0;522
258.0;22.171875;282395.9912857144;-737.8574274387793;634;27;0;607
264.0;25.875;284353.8687142857;-1291.2083965847924;665;43;0;622
270.0;29.953125;291953.41471428575;-846.3179959060217;739;17;0;722
276.0;31.796875;316124.7605714287;-1301.8419862474184;712;57;0;655
282.0;30.40625;301719.0237142858;-1516.151248451024;755;83;0;672
288.0;30.265625;248121.26628571434;-1539.322375556876;860;105;0;755
294.0;28.1875;269346.86828571436;-2195.2887842471537;796;116;0;680
300.0;27.875;232497.79471428573;-1679.7920352900328;864;46;0;818
306.0;26.265625;266879.7895714286;-997.8502858305656;830;18;0;812
312.0;18.4375;275210.02171428583;-1064.673335282132;726;22;0;704
318.0;11.09375;273357.07271428575;-592.0081891681912;748;0;0;748
324.0;9.296875;310145.5902857144;-72.87160887317441;928;0;0;928
330.0;12.5;315697.68828571436;90.482883715551;986;0;0;986
336.0;13.609375;301597.1404285715;121.73326808345155;1051;1;0;1050
342.0;24.03125;356270.5870000002;-682.1395908499107;1133;84;0;1049
348.0;28.953125;263784.1125714286;-888.6033618881775;1104;153;0;951
354.0;28.59375;278092.1127142858;-4000.5422007774905;885;318;0;567
360.0;22.703125;265798.558;-4266.865281071558;769;246;0;523
366.0;14.671875;254486.25028571425;-1703.406866156729;650;38;0;612
372.0;7.65625;268162.3190000001;-960.2695717964671;516;4;0;512
378.0;4.90625;274870.08928571426;-604.6946817743446;425;0;0;425
384.0;6.46875;359360.4252857145;-316.77031756486394;501;0;0;501
390.0;10.84375;373161.49814285734;-170.07472978801525;455;0;0;455
396.0;14.71875;305713.0590000001;-216.8640129705309;628;5;0;623
402.0;26.203125;297416.3570000001;-304.4716637214733;785;17;0;768
408.0;33.78125;262798.7558571429;-896.108573531048;956;28;0;928
414.0;42.421875;268835.51728571433;-2544.244014410884;933;166;0;767
420.0;38.078125;265516.67271428584;-2871.8632813100703;881;148;0;733
426.0;37.046875;259295.8131428572;-1530.9321565348655;860;72;0;788
432.0;35.625;265120.11585714296;-1062.379091784096;798;29;0;769
438.0;30.15625;324629.4995714286;-661.344080122959;756;13;0;743
444.0;26.28125;278284.19442857156;-319.3019045538531;749;0;0;749
450.0;21.28125;304250.15300000005;-178.17514891040628;840;2;0;838
456.0;22.453125;325297.4187142858;76.35300848683983;942;4;0;938
462.0;25.09375;302523.33557142864;-465.3280316142482;996;64;0;932
468.0;27.1875;249422.25314285714;-923.3871068011649;1151;84;0;1067
474.0;26.265625;249084.8177142858;-803.5497257468669;1273;18;0;1255
480.0;21.65625;238545.08771428565;-927.4092550461355;1199;47;0;1152
486.0;21.078125;280910.98628571426;-1951.2158457186597;881;87;0;794
492.0;17.25;305357.12557142874;-1513.2384023690975;805;41;0;764
498.0;11.515625;276531.9702857144;-697.2922202153422;752;5;0;747
504.0;6.84375;322646.198857143;-311.233126651583;629;0;0;629
510.0;8.46875;349064.5557142858;-229.23586078744847;579;0;0;579
516.0;6.65625;319116.0012857144;-243.22801255233935;538;0;0;538
522.0;7.4375;278273.46214285714;-225.34480405315117;681;0;0;681
528.0;7.3125;251073.45542857144;-323.5222650937212;782;1;0;781
534.0;9.046875;264795.8864285714;-703.3690660333814;846;54;0;792
540.0;8.28125;243998.52242857142;-1402.6258264266362;708;64;0;644
